CÓDIGO;RUBRICA;ABATE TETO C.F.ATÉ JAN2004;ABATE TETO C.F. A PARTIR FEV2004
09464;MS 961211-3 1VJF/CE AB PEC  AT;X;X
09465;MS 22126-0 16VJF/DF AB PEC  AT;X;X
09466;MS 96371-8 5VJF/PE AB PEC   AT;X;X
09467;MS 936250-6 1VF/SC AB. TETO AP;X;X
09468;AC 943257-9 2VF/CE DEV AB TETO;X;X
09469;MS 941523-2 1VF/SC AB TETO AT;;
09470;MS 941523-2 1VF/SC AB TETO APO;X;X
09471;MS 9662-0 3VF/PB AB PEC    AT;X;X
09472;MS 9649-2 3VF/PB AB PEC    AT;X;X
09473;MS 9660-3 3VF/PB AB PECUN AT;X;X
09474;RT 5867398 3VF/RG DIARIAS DNER;X;X
09475;MS 202000056764 3VF/SC AB PEC.;X;X
09476;MS 958621-2 9VF/PR REAJ CARGO;X;X
09477;MS 958621-2 9VF/PR REAJ CARGO;X;X
09478;RT 1189/89 9JCJ/SP PCCS ATIVO;X;X
09479;RT 1189/89 9JCJ/SP PCCS APOSEN;X;X
09480;MS 9317783-4 11VF/PR 28,86%;X;X
09481;MS 9317783-4 11VF/PR 28,86%;X;X
09482;RT 60579105-3 5JCJ/AM 80% ATIV;X;X
09483;RT 60579105-3 5JCJ/AM 80% APOS;X;X
09484;AO 9112913-5 2V/PE ART 184, I;X;X
09485;AO 48-5 STJ PENSAO ESPECIAL;X;X
09486;AO 96275-4 1VJF/CE ANUENIO ATI;;X
09487;AO 96275-4 1VJF/CE ANUENIO APO;;X
09488;MS 9511854-8 1VJF/DF REAJ QUIN;;X
09489;MS 9511854-8 1VJF/DF REAJ QUIN;;X
09490;MS 9514821-8 4VJF/DF REAJ QUIN;;X
09491;MS 9514821-8 4VJF/DF REAJ QUIN;;X
09492;MS 9516424-8 4VJF/DF REAJ QUIN;;X
09493;MS 9516424-8 4VJF/DF REAJ QUIN;;X
09494;AO 933437-5 6VF/CE ANUENIO ATI;;X
09495;AO 933437-5 6VF/CE ANUENIO APO;;X
09496;AO 933452-9 6VF/CE ANUENIO ATI;;X
09497;AO 933452-9 6VF/CE ANUENIO APO;;X
09498;AO 937312-5 6VF/CE ANUENIO ATI;;X
09499;AO 937312-5 6VF/CE ANUENIO APO;;X
09500;AO 934442-7 3VF/CE ANUENIO ATI;;X
09501;AO 934442-7 3VF/CE ANUENIO APO;;X
09502;AO 9317327-8 6VF/CE ANUENIO AT;;X
09503;AO 9317327-8 6VF/CE ANUENIO AP;;X
09504;MS 96200010-4 VFUBERABA AB PEC;X;X
09505;MS 9511703-7 6VF/GO AB PECUNIA;X;X
09506;MS 9511784-3 2VF/PB PSS 6% ATI;X;X
09507;MS 9512100-0 1VF/PB PSS 6% ATI;X;X
09508;MS 9677-8 2VF/CE ABONO PEC. AT;X;X
09509;MS 96599-0 2VF/MG ABONO PEC AT;X;X
09510;MS 9562188-6 21VF/SP ABONO PEC;X;X
09511;MS 961434-5 15VF/DF ABONO PEC.;X;X
09512;MS 961664-0 3VF/DF ABONO PECUN;X;X
09513;MS 961479-5 16VF/DF ABONO PEC.;X;X
09514;MS 961751-4 3VF/DF ABONO PECUN;X;X
09515;MS 961772-7 3VF/DF ABO PEC. AT;X;X
09516;MS 961664-0 3VF/DF AB PEC ATIV;X;X
09517;MS 961394-2 4VF/DF ABONO PECUN;X;X
09518;MS 961634-8 3VF/DF ABONO PEC.;X;X
09519;MS 961399-3 13VF/DF ABONO PEC.;X;X
09520;MS 961479-5 16VF/DF ABONO PEC.;X;X
09521;MS 961407-8 8VF/DF ABO PEC ATI;X;X
09522;MS 96279-7 3VF/MA ABONO PEC AT;X;X
09523;MS 958040-0 5VF/SC ABO PEC ATI;X;X
09524;MS 9622-0 1VF/CE ABONO PEC ATI;X;X
09525;MS 961665-0 21VF/RJ ABO PEC AT;X;X
09526;MS 96126-4 10VF/RS ABO PEC ATI;X;X
09527;MS 961381-0 15VF/DF ABO PEC AT;X;X
09528;MS 968-5 6VF/GO ABONO PEC. ATI;X;X
09529;MS 9524768-2 5VF/RS ABO PEC AT;X;X
09530;MS 961409-4 15VF/DF ABO PEC AT;X;X
09531;MS 961434-5 15VF/DF ABO PEC AT;X;X
09532;MS 961591-0 3VF/DF ABO PEC ATI;X;X
09533;MS 961393-4 13VF/DF ABO PEC AT;X;X
09534;MS 96213-4 3VF/SC ABONO PEC AT;X;X
09535;MS 961085-4 15VF/DF ABO PEC AT;X;X
09536;MS 96198-7 2VF/MT ABO PEC ATIV;X;X
09537;MS 9611-5 4VF/ES ABONO PEC ATI;X;X
09538;MS 961294-6 7VF/CE AB PECUN AT;X;X
09539;MS 961372-1 7VF/CE AB PECUN AT;X;X
09540;MS 962166-0 8VF/CE AB PECUN AT;X;X
09541;MS 962054-0 8VF/CE AB PECUN AT;X;X
09542;MS 962164-3 2VF/CE AB PECUN AT;X;X
09543;MS 96259-2 16VF/RJ AB PECUN AT;X;X
09544;MS 96961-9 7VF/CE AB PECUN  AT;X;X
09545;MS 9517629-7 7JCJ/BA AB PEC AT;X;X
09546;MS 953640-1 1VF/PI AB PECUN AT;X;X
09547;MS 9655-7 3VF/PB AB PECUN   AT;X;X
09548;MS 9654-9 3VF/PB AB PECUNI  AT;X;X
09549;MS 961146-0 12VF/RS AB PECU AT;X;X
09550;MS S/N 10VF/PE AB PECUNIAR  AT;X;X
09551;MS 963-4 1VF/PI AB PECUNIAR AT;X;X
09552;MS 96147-2 2V/MT AB PECUNIA AT;X;X
09553;MS 96966-0 7V/PE AB PECUNIA AT;X;X
09554;MS 96946-5 8V/DF AB PECUNIA AT;X;X
09555;RT 789/91 9JCJ/MG 26,05%    AT;X;X
09556;RT 789/91 9JCJ/MG 26,05%    AP;X;X
09557;MS 9519869-0 17VF/DF A.T.S. AT;X;X
09558;MS 9519869-0 17VF/DF A.T.S. AP;X;X
09559;MS 9519869-0 17V/DF ART 193 AP;X;X
09560;RT 2996677 1VF/RS HEXTRA    AT;X;X
09561;RT 250/90 3JCJ/DF HEXTRA    AT;X;X
09562;RT 9241507 24VF/RJ HEXTRA;X;X
09563;MS 961404-3 15VF/DF AB PEC  AT;X;X
09564;MS 961374-8 4VF/DF AB PECUN AT;X;X
09565;MS 961376-4 15VF/DF AB PEC  AT;X;X
09566;MS 961266-0 9VF/PE ANUENIO  AT;;X
09567;MS 961266-0 9VF/PE ANUENIO  AP;;
09568;MS 95120059-3 1VF/PB PSS 6% AT;X;X
09569;MS 9512101-8 1VF/PB PSS 6%  AT;X;X
09570;MS 9512088-7 1VF/PB PSS 6%  AT;X;X
09571;MS 9512099-2 1VF/PB PSS 6%  AT;X;X
09572;AO 915532-8 9V/PE PENSAO;X;X
09573;MS 9360775 2VF/AL GEFA/ ATIVO;X;X
09574;AO 95217732 7VF/CE QUINTOS FG;;X
09575;MS 93243-0 1VF/RS 100% GP APOS;X;X
09576;RT 1334/91 36JCJ/RJ HEXTRA;X;X
09577;RT 7714017 1VF/RJ H.EXTRA AT;X;X
09578;RT 224/89 40JCJ/RJ HEXTRA;X;X
09579;MS 955082-0 2VF/MA IN QUIN ATI;X;X
09580;MS 955082-0 2VF/MA IN QUIN APO;X;X
09581;MS 955202-4 1VF/MA GAE ATIVO;X;X
09582;MS 955202-4 1VF/MA GAE APOSENT;X;X
09583;MS 955202-4 1VF/MA 26,05% ATIV;X;X
09584;MS 955202-4 1VF/MA 26,05% APOS;X;X
09585;MS 96465-0 5V/DF ABO PEC. ATIV;X;X
09586;MS 961085-4 15V/DF ABO PEC. AT;X;X
09587;MS 9662188-6 14VF/SP ABO PECUN;X;X
09588;MS 959216-6 7VF/DF IN QUIN APO;X;X
09589;AO 934838-4 13VF/DF ANUENIO AT;;X
09590;MS 961502-3 9VF/DF ABON PEC AT;X;X
09591;MS 96176-6 1VF/DF ABONO PEC AT;X;X
09592;MS 961886-3 2VF/DF ABON PEC AT;X;X
09593;MS 96370-0 2VF/PE ABONO PEC AT;X;X
09594;MS 96381-5 3VF/PE AB PEC AT;X;X
09595;MS 958023-0 2VF/SC ABO PEC ATI;X;X
09596;MS 9510433-4 15VF/DF IN QUI AP;X;X
09597;AO 96809-4 3VF/AL ABONO PEC AT;X;X
09598;MS 96426-9 2VF/GO ABONO PEC AT;X;X
09599;MS 96427-7 1VF/SE ABONO PEC AT;X;X
09600;MS 962358-1 3VF/CE ABONO PECUN;X;X
09601;MS 96495-1 3VF/MS ABONO PEC AT;X;X
09602;AO 96863-9 3VF/AL ABONO PEC AT;X;X
09603;P 463120001696-61 3VF/MS AB PE;X;X
09604;MS 96187-1 1VF/RO ABONO PEC AT;X;X
09605;MS 96456-0 3VF/MG IN QUIN ATIV;;
09606;MS 96456-0 3VF/MG IN QUIN APOS;X;X
09607;MS 961647-0 5VF/DF ABON PEC AT;X;X
09608;AO 96226-6 4VF/AL ABO PEC ATIV;X;X
09609;AO 96595-8 3VF/AL ABONO PEC AT;X;X
09610;MS 961127-3 14VF/MG ABO PEC AT;X;X
09611;MS 9665-4 3VF/PB ABONO PEC ATI;X;X
09612;MS 96272-0 1VF/MA ABONO PEC AT;X;X
09613;MS 96390-4 4VF/ES ABONO PEC AT;X;X
09614;AO 9528733-1 7VF/CE PSS 6% ATI;X;X
09615;AO 9521772-4 DIF. DAI/FG ATIVO;X;X
09616;AO 9521772-4 DIF. DAI/FG APOSE;X;X
09617;AO 9521772-4 INC QUINTOS ATIVO;;X
09618;AO 9521772-4 INC QUINTOS APOSE;;X
09619;AO 9515371-8 DIF. DAI/FC ATIVO;X;X
09620;AO 9515371-8 DIF. DAI/FC APOSE;X;X
09621;AO 9515371-8 INC QUINTOS ATIVO;;X
09622;AO 9515371-8 INC QUINTOS APOSE;;X
09623;AO 9511823-8 DIF. DAI/FC ATIVO;X;X
09624;AO 9511823-8 DIF. DAI/FC APOSE;X;X
09625;AO 9511823-8 INC QUINTOS ATIVO;;X
09626;AO 9511823-8 INC QUINTOS APOSE;;X
09627;MS 9554534-9 13VF/SP COMP PENS;X;X
09628;MS 967-7 1V/PI ABONO PEC AT;X;X
09629;MS 953267-8 2V/RO PSS 6% ATIVO;X;X
09630;P 0400000132196-25 ABONO PECUN;X;X
09631;MS 9526715-2 3VF/BH ABO PEC AT;X;X
09632;MS 96600-8 1VF/BH ABONO PEC AT;X;X
09633;MS 962226-7 1VF/DF ABONO PECUN;X;X
09634;MS 961430-2 9VF/DF ABONO PECUN;X;X
09635;MS 961776-0 1VF/DF ABONO PECUN;X;X
09636;MS 962067-1 17VF/DF ABONO PECU;X;X
09637;MS 962359-0 3VF/CE ABONO PECUN;X;X
09638;MS 96941-4 16VF/DF ABONO PECUN;X;X
09639;MS 961374-8 2VF/CE ABONO PECUN;X;X
09640;MS 96414-5 3VF/ES ABONO PECUNI;X;X
09641;AO 961000208-0 1VF ABONO PECUN;X;X
09642;MS 9610994 4VF/RN ABONO PECUNI;X;X
09643;MS 96903-1 1VF/PB ABONO PECUNI;X;X
09644;MS 96292-4 3VF/PB ABONO PECUN;X;X
09645;MS 962047-7 16VF/DF ABONO PECU;X;X
09646;MS 96847-7 2VF/PR ABO PEC;X;X
09647;MS 9561965-2 1VF/SP.ABO.PEC;X;X
09648;MS 96487-0 4VF/AL ABO PEC;X;X
09649;MS 96424-2 3VF/SE ABO PECUN;X;X
09650;AC 961461-2 3VF/RS ABO PEC;X;X
09651;MS 96495-1 3VF/MS ABO PECU;X;X
09652;MS 96593-1 3VF/AL ABONO PECUNI;X;X
09653;MS 96643-1 1VF/DF ABONO PECUN;X;X
09654;MS 961018-8 6VF/RJ ABONO PECU;X;X
09655;MS 961015-3 15VF/RJ ABONO PEC;X;X
09656;MS 96668-7 6VF/RJ ABONO PECUN;X;X
09657;MS 9669-7 14VF/DF ABONO PECUN;X;X
09658;MS 9501897-9 5VF/PE ANU S/REM;X;X
09659;MS 951537-6 9VF/PE ANUEN.S/CC;X;X
09660;MS 9616417-5 3VF/PE ANUEN.S/CC;X;X
09661;AO 9526371-8 7VF/RJ 28,86% ATI;X;X
09662;AO 9526371-8 7VF/RJ 28,86% APO;X;X
09663;AO 961000219-6 2VF/RS AB PEC.;X;X
09664;MS 95971-6 2VF/ES ABONO PEC AT;X;X
09665;MS 956355-7 9VF/PR INC QUIN AP;X;X
09666;MS 962117-1 5VF/DF ABONO PECUN;X;X
09667;MS 961403-5 9VF/DF ABONO PECUN;X;X
09668;MS 962155-4 8VF/DF ABONO PECUN;X;X
09669;MS 961918-5 8VF/DF ABONO PECUN;X;X
09670;AO 951003256-5 1VF/RS AB. PEC.;X;X
09671;MS 96793-4 1VF/DF ABONO PEC AT;X;X
09672;MS 9511183-7 2VF/PB PSS 6% ATI;X;X
09673;MS 9412484-8 17VF/DF PSS 6% AT;X;X
09674;AC 9526905-8 8VF/CE PSS 6% ATI;X;X
09675;MS 9512060-7 1VF/PB PSS 6% ATI;X;X
09676;AO 9324072-2 5VF/RN ANUENIO AT;;X
09677;AO 9324072-2 5VF/RN ANUENIO AP;;X
09678;AO 9311680-0 1VF/RN ANUENIO AT;;X
09679;AO 9514139-6 7VF/CE ANUENIO AT;;X
09680;AO 9514139-6 7VF/CE ANUENIO AP;;X
09681;AO 943697-3 5VF/RN ANUENIO ATI;;X
09682;AO 943697-3 5VF/RN ANUENIO APO;;X
09683;AO 961363-2 7VF/CE INC FG ATIV;X;X
09684;AO 961363-2 7VF/CE INC FG APOS;X;X
09685;AO 961357-8 7VF/CE INC. FG ATI;X;X
09686;AO 961357-8 7VF/CE INC. FG APO;X;X
09687;RT 1810/90 8JCJ/DF 26,05% ATIV;X;X
09688;RT 1810/90 8JCJ/DF 26,05% APOS;X;X
09689;MS 951326-6 3V/DF VPA184 L1711;;
09690;MS 9520700-1 16V/DF PRO LABORE;X;X
09691;MS 9520700-1 16V/DF PRO LABORE;X;X
09692;MS 9514825-0 4VF/DF REAJ. QUIN;X;X
09693;MS 9514825-0 4VF/DF REAJ QUINT;X;X
09694;AO 6985173 7VF/RJ ANUENIO APOS;;X
09695;AC 946519-1 1VF/CE ABATE TETO;X;X
09696;AC 9410201-1 4VF/CE ABATE TETO;X;X
09697;MS 96573-7 5VF/RS ABONO PEC AT;X;X
09698;MS 961627-5 2VF/CE ABONO PECUN;X;X
09699;AD 96491-9 2VF/AL ABONO PEC AT;X;X
09700;MS 96178-2 3VF/MS ABONO PEC AT;X;X
09701;MS 9656-5 17VF/DF ABONO PEC AT;X;X
09702;MS 9610-7 1VF/PI ABONO PEC ATI;X;X
09703;MS 961376-4 3VF/DF ABONO PECUN;X;X
09704;AO 96610-5 1VF/AL ABONO PECUN;X;X
09705;MS 961647-0 5VF/DF ABONO PECUN;X;X
09706;MS 961368-3 17VF/DF ABONO PEC.;X;X
09707;MS 962164-3 2VF/CE ABONO PECUN;X;X
09708;MS 962054-0 8VF/CE ABONO PECUN;X;X
09709;MS 962166-0 8VF/CE ABONO PECUN;X;X
09710;MS 961372-1 7VF/CE ABONO PECUN;X;X
09711;MS 961294-6 7VF/CE ABONO PECUN;X;X
09712;AO 9511703-7 6VF/GO ABONO PECU;X;X
09713;MS 9611-5 4VF/ES ABONO PEC. AT;X;X
09714;MS 961409-4 15VF/DF ABONO PEC.;X;X
09715;MS 961434-5 15VF/DF ABONO PEC.;X;X
09716;MS 961591-0 3VF/DF ABONO PECUN;X;X
09717;MS 961338-1 4VF/DF ABONO PECUN;X;X
09718;MS 9615-8 1VF/PI ABONO PEC. AT;X;X
09719;MS 961916-9 1VF/DF ABONO PECUN;X;X
09720;MS 951897-9 5VF/PE ANUENIO APO;;X
09721;MS 961537-6 9VF/PE ANUENIO APO;;X
09722;MS 9616417-5 3VF/PE ANUENIO AP;;X
09723;MS 96946-5 8VF/DF ABONO PEC AT;X;X
09724;MS 96966-0 7VF/CE ABONO PEC AT;X;X
09725;MS 9669-7 14VF/DF ABONO PEC AT;X;X
09726;MS 96668-7 6VF/RJ ABONO PEC AT;X;X
09727;MS 961015-3 15VF/RJ ABONO PEC.;X;X
09728;MS 961018-8 6VF/RJ ABONO PECUN;X;X
09729;MS 96643-1 1VF/DF ABONO PEC AT;X;X
09730;AO 96593-1 3VF/AL ABONO PEC AT;X;X
09731;MS 96495-1 3VF/MS ABONO PEC AT;X;X
09732;MS 961461-2 3VF/RS ABONO PECUN;X;X
09733;MS 96424-2 3VF/SE ABONO PEC AT;X;X
09734;AO 960487-0 4VF/AL ABONO PECUN;X;X
09735;MS 9561965-2 1VF/SP ABONO PEC.;X;X
09736;MS 96847-7 2VF/PR ABONO PEC AT;X;X
09737;MS 01/96 3VF/MS ABONO PECUN AT;X;X
09738;AC 941844-4 3VF/MS 28,86% ATIV;X;X
09739;AC 941844-4 3VF/MS 28,86% APOS;X;X
09740;RT 2040/85 22JCJ/RJ H.EXTRA AT;X;X
09741;RT 8078-0 4VF/GO 60 HORAS EXTR;X;X
09742;AO 9510228-5 3VF/PB ANUENIO AT;;X
09743;AO 9510228-5 3VF/PB ANUENIO AP;;X
09744;MS 96374-2 4VF/PE ABONO PECUN.;X;X
09745;RT 991/91 2JCJ/PI 84,32% ATIVO;X;X
09746;RT 991/91 2JCJ/PI 84,32% APOSE;X;X
09747;MS 962214-3 13VF/DF ABONO PEC.;X;X
09748;MS 9511703-7 6VF/DF ABONO PEC.;X;X
09749;MS 96655-5 3VF/MA ABONO PEC AT;X;X
09750;MS 9518174-6/5VF/DF ADIC/S.JUD;X;X
09751;MS 9518174-6 5VF/DF AD.S/JU.AP;X;X
09752;MS 952962-6 2VF/RO PSS 6% ATIV;X;X
09753;AO 915532-8 9VF/PE PENSAO;X;X
09754;MS 963002-2 17V/DF PRO LABORE;X;X
09755;MS 963002-2 17V/DF PRO LABORE;X;X
09756;MS 9512243-0 3VF/PB ABONO PEC.;X;X
09757;MS 9434706-5 TAXA DE OCUPACAO;X;X
09758;MS 9434706-5 TAXA DE OCUPACAO;X;X
09759;MS 9510995-6 15VF/DF INC QUINT;X;X
09760;AO 95158256 2V/CE A192II L8112;X;X
09761;MS 952851-4 2VF/RO DEV. PSS AT;X;X
09762;MS 9521031-2 1VF/MG IN QUIN AT;X;X
09763;MS 952958-8 2VF/RO DEV PSS ATI;X;X
09764;MS 952960-0 2VF/RO DEV PSS ATI;X;X
09765;MS 952957-0 1VF/RO DEV PSS ATI;X;X
09766;MS 953097-7 1VF/RO DEV PSS ATI;X;X
09767;MS 952959-6 1VF/RO DEV PSS ATI;X;X
09768;MS 9689-1 1VF/RO DEVOL. PSS AT;X;X
09769;MS 952961-8 1VF/RO DEVOL. PSS;X;X
09770;MS 953082-9 2VF/RO DEV. PSS AT;X;X
09771;RT 113719106-3 6VF/AM 26,06%;X;X
09772;RT 113719106-3 6VF/AM 26,05%;X;X
09773;MS 962714-5 15VF/DF ABONO PEC.;X;X
09774;MS 962715-3 7VF/DF ABONO PECUN;X;X
09775;MS 9648-4 3VF/SC ABONO PEC ATI;X;X
09776;MS 958041-9 3VF/SC ABONO PECUN;X;X
09777;MS 96385-8 5VF/PE ABONO PEC AT;X;X
09778;MS 962017-5 9VF/DF ABONO PEC A;X;X
09779;MS 96143-0 1VF/PA ABONO PECUN;X;X
09780;MS 961871-5 11VF/BH ABONO PEC.;X;X
09781;MS 961868-5 13VF/BH ABONO PEC.;X;X
09782;MS 961869-3 8VF/MG ABONO PECUN;X;X
09783;MS 9512270-7 3VF/PB ABONO PE;X;X
09784;MS 9665-4 2VF/PI ABONO PEC ATI;X;X
09785;AO 961000220-0 2VF/RG ABONO PE;X;X
09786;AO 96100226-9 1VF/RG ABONO PEC;X;X
09787;MS 96975-0 3VF/PB ABONO PEC AT;X;X
09788;MS 9651-4 2VF/PB ABONO PEC ATI;X;X
09789;MS 961025-0 2VF/PB ABONO PECUN;X;X
09790;AO 962268-2 10VF/RS ABONO PEC.;X;X
09791;MS 96780-2 2VF/RN ABONO PEC AT;X;X
09792;MS 961440-0 17VF/DF ABONO PEC.;X;X
09793;MS 96434-0 3VF/DF ABONO PEC AT;X;X
09794;AO 96864-7 4VF/AL ABONO PEC AT;X;X
09795;MS 96775-6 3VF/AL ABONO PECUN;X;X
09796;MS 961465-5 7VF/BA ABONO PECUN;X;X
09797;MS 96259-2 2VF/MT ABONO PEC AT;X;X
09798;MS 96192-8 1VF/SC ABONO PEC AT;X;X
09799;MS 961024-2 3VF/PB ABONO PECUN;X;X
09800;MS 9663-8 2VF/PB ABONO PEC ATI;X;X
09801;MS 9650-6 1VF/PB ABONO PEC ATI;X;X
09802;MS 9653-0 2VF/PB ABONO PEC ATI;X;X
09803;MS 9656-5 1VF/PB ABONO PEC ATI;X;X
09804;MS 96456-0 3VF/MA ABONO PEC AT;X;X
09805;MS 961043-9 2VF/RN ABONO PECUN;X;X
09806;MS 96377-7 3VF/PE ABONO PEC AT;X;X
09807;P 250002648/96-85 3VF/SC AB PE;X;X
09808;MS 962584-3 1VF/DF ABONO PECUN;X;X
09809;MS 96495-1 3VF/MS ABONO PEC AT;X;X
09810;MS 962054-0 5VF/DF ABONO PECUN;X;X
09811;MS 96426-9 2VF/SE ABONO PEC AT;X;X
09812;MS 962259-3 2VF/RJ ABONO PECUN;X;X
09813;MS 962274-7 17VF/DF ABONO PEC.;X;X
09814;MS 96114-6 2VF/PB ABONO PEC AT;X;X
09815;MS 961442-6 21VF/RJ ABONO PEC.;X;X
09816;MS 961018-8 4VF/AL ABONO PECUN;X;X
09817;MS 9621-2 1VF/CE ABONO PEC ATI;X;X
09818;MS 96430-7 3VF/SE ABONO PEC AT;X;X
09819;MS 7168 4VF/PB ABONO PEC ATIVO;X;X
09820;MS 96359-9 5VF/SC ABONO PEC AT;X;X
09821;MS 96674-1 5VF/BA ABONO PEC AT;X;X
09822;MS 96473-0 1VF/RN ABON.PEC.AT.;X;X
09823;MS 962726-9 9VF/DF.ABON.PEC.AT;X;X
09824;MS 9622-0 3VF/RS.ABON.PECUN.AT;X;X
09825;MS 96157-0 JCJ/AP ABON.PEC.AT.;X;X
09826;MS 962161-9 5VF/DF ABON.PEC.AT;X;X
09827;MS 962117-1 5VF/DF ABON.PEC.AT;X;X
09828;MS 9652-2 1VF/PB ABON.PEC.AT.;X;X
09829;MS 9562187-8 21VF/DF AB.PEC.AT;X;X
09830;MS 962162-7 9VF/DF.ABON.PEC.AT;X;X
09831;MS 96773-0 3VF/RN ABON.PEC.AT.;X;X
09832;RT 1626/89 3JCJ/MS PCCS/ATIVO;X;X
09833;MS 96 379 - PRO LABORE;X;X
09834;MS 96 379 - PRO LABORE AP;X;X
09835;MS 962725-0 8VF/DF ABONO PECUN;X;X
09836;MS 963372-2 5V/DF PRO LABOR AT;X;X
09837;MS 963372-2 5V/DF PRO LABOR AP;X;X
09838;MS 96100330-4 JF1I/MG ABONO PE;X;X
09839;MS 96472-2 3V/RN ABONO PEC ATI;X;X
09840;MS 9561970-9 10V/SP ABONO PEC.;X;X
09841;MS 961179-6 17V/DF  ABONO PEC.;X;X
09842;MS 961398-5 1V/SP ABONO PEC AT;X;X
09843;MS 96600-8 4V/RN ABONO PEC ATI;X;X
09844;MS 962727-7 5V/DF ABONO PEC AT;X;X
09845;MS 592/96 4V/ES ABONO PECUN AT;X;X
09846;MS 962728-5 17V/DF ABONO PECUN;X;X
09847;MS 9629-8 1V/PB ABONO PECUN AT;X;X
09848;MS 9510652-3/13VF/DF/REA.AGREG;X;X
09849;MS 964460-0 5VF/MG QUINT.FC/AT;X;X
09850;MS 964460-0 5VF/MG QUINT.FC/AP;X;X
09851;RT 1028/91 6JCJ/DF - 26,06% AT;X;X
09852;RT 1028/91 6JCJ/DF 26,06% APO;X;X
09853;RT 1028/91 6JCJ/DF 26,05 AT;X;X
09854;RT 1028/91 6JCJ/DF 26,05% APO;X;X
09855;MS 963404-4 PRO LABORE AT;X;X
09856;MS 963404-4 PRO LABORE AP;X;X
09857;MS 9520624_2 PRO LABORE     AT;X;X
09858;MS 9520624_2 PRO LABORE     AP;X;X
09859;MS 964-2 1VJF/PI ABO.PEC.AT;X;X
09860;MS 961186-9 9VF/DF ABON.PEC.AT;X;X
09861;MS 961471-0  9VF/DF ABON.PEC.A;X;X
09862;MS 965-0/6VF/GO ABON.PEC.AT;X;X
09863;RT 1626/89 3JCJ/MS ADIANT PCCS;X;X
09864;MS 955768-9/2VF/AL  GEFA  AT;X;X
09865;MS 9670-0 1VF/PB ABON.PEC.AT;X;X
09866;MS 9668-9 1VFPB ABON.PEC.AT;X;X
09867;MS 9666-2-1VF/PB -ABON.PEC.A;X;X
09868;MS 962442-1 5VF/MG-ABON.PEC.AT;X;X
09869;MS 9684-0 2VF/PB ABON.PEC.AT;X;X
09870;MS 9671-9 3VF/PB  ABON.PEC.AT;X;X
09871;MS 9676-0 3VF/PB  ABON.PEC.AT;X;X
09872;MS 9675-1 3VF/PB ABON.PEC.AT;X;X
09873;MS 9669-7 3VF/PB ABONO PEC.AT;X;X
09874;AO 9517450-2 7VF/PR AB.PEC.A;X;X
09875;AD 96592-3 2VF/AL ABON.PEC. AT;X;X
09876;P 2001000365/96-10 3V/SC ABONO;X;X
09877;MS 960065-4 2VF/PI AB PEC AT;X;X
09878;MS 9693-0 2VF/PB AB PEC AT;X;X
09879;MS 963155-0 6VF/MG A PEC AT;X;X
09880;MS 963070-7 4VF/DF AB PEC AT;X;X
09881;MS 962357-3 2VF/CE AB PEC - AT;X;X
09882;MS 963797-3 2VF/CE AB PEC AT;X;X
09883;MS 963387-0 4VF/CE AB PEC AT;X;X
09884;MS 961298-9 8VF/CE AB PEC AT;X;X
09885;MS 962509-6 14VF/DF-AB.PEC.AT;X;X
09886;MS 962725-0 8VF/DF/ABON.PEC.AT;X;X
09887;MS 962585-1 14VF/DF/ABON.PEC.A;X;X
09888;MS 962030-2 1VF/CE/ABON.PEC.AT;X;X
09889;MS 961871-5 11VF/BH-ABO.PEC.AT;X;X
09890;MS 96100060-7    ABON.PEC.AT;X;X
09891;AD 96489-7  3VF/AL.ABON.PEC.AT;X;X
09892;MS 96425-0  1VF/SE ABON PEC AT;X;X
09893;MS 962202-0 1VF/SP ABON.PEC.A;X;X
09894;MS 96772-1  JF/RN  ABON.PEC.AT;X;X
09895;AD 956277-1 2VF/AL/ABON.PEC.AT;X;X
09896;MS 962727-7 5VF/DF ABON.PEC.AT;X;X
09897;MS 962728-5 17V/DF/ABON.PEC.AT;X;X
09898;MS 9610-7 3VF/PI AB PE AT;X;X
09899;MS 96773-0 JF/RN/ABONO PEC.AT;X;X
09900;MS 9688-3 2VF/PB-ABON.PEC.AT;X;X
09901;MS 962979-2 6VF/DF/ABON.PEC.AT;X;X
09902;MS 963795-7 2VF/CE ABONO PE AT;X;X
09903;MS 96417-0 1VF/MT ABONO PEC AT;X;X
09904;MS 962451-0 15V/RJ ABONO PE AT;X;X
09905;AO 951003253-0 1VF/RS AB.PE.AT;X;X
09906;RT 1413/90 2JCJ/PR ADIAN PCCS;X;X
09907;RT 1413/90 2JCJ/PR ADIN PCCS;X;X
09908;AO 9324939-8 1VF/RN/ANUENIO AT;;
09909;EX 043/93 JPC/ES HON ADVOC;X;X
09910;RT 279/89 23JCJ/RJ GRAT NIV SU;X;X
09911;MS 9512243-0 3VF/PB ABO PEC AT;X;X
09912;MS 963088-0 7VF/DF AB PEC   AT;X;X
09913;MS 961771-9 1VF/DF AB PEC   AT;X;X
09914;MS 96927-9 1VF/DF AB PEC    AT;X;X
09915;MS 9520711-7 1VF/DF AB PEC  AT;X;X
09916;MS 962944-0 14VF/BH AB PEC AT;X;X
09917;MS 9520137-2 5V/DF PRO LABORE;X;X
09918;MS 9520137-2 5VF/DF P LAB AP;X;X
09919;MS 962738-2 1VF/DF AB PEC  AT;X;X
09920;MS 962057-4 2VF/CE AB PEC   AT;X;X
